id,gender,region,age
34443,0,"zilinsky kraj, martin",23
34444,0,"zilinsky kraj, cadca",17
34445,0,"zilinsky kraj, cadca",17
34446,1,"zilinsky kraj, cadca",22
34447,0,"zilinsky kraj, ruzomberok",0
34448,1,"zilinsky kraj, zilina",23
34449,0,"zahranicie, zahranicie - usa",0
34450,1,"banskobystricky kraj, zvolen",23
34451,1,"zilinsky kraj, kysucke nove mesto",27
34452,0,"kosicky kraj, spisska nova ves",18
34454,0,"zilinsky kraj, cadca",18
34455,0,"zilinsky kraj, cadca",0
34456,1,"zahranicie, zahranicie - gb",102
34457,1,"zilinsky kraj, cadca",17
34459,1,"bratislavsky kraj, bratislava - okolie",31
34460,0,"banskobystricky kraj, rimavska sobota",0
34461,0,"zilinsky kraj, ruzomberok",15
34462,0,"presovsky kraj, kezmarok",0
34463,0,"zilinsky kraj, krasno nad kysucou",17
34465,1,"trnavsky kraj, sered",25
34466,0,"zilinsky kraj, cadca",17
34467,1,"zilinsky kraj, cadca",20
34468,0,"presovsky kraj, presov",0
34469,0,"zilinsky kraj, zilina",18
34470,0,"nitriansky kraj, nitra",35
34471,1,"kosicky kraj, kosice - barca",18
34472,0,"trenciansky kraj, partizanske",15
34473,1,"zilinsky kraj, martin",19
34474,0,"zahranicie, zahranicie - ostatne",0
34475,1,"trenciansky kraj, trencin",0
34476,0,"trnavsky kraj, hlohovec",17
34477,0,"zahranicie, zahranicie - ostatne",19
34478,1,"trnavsky kraj, hlohovec",0
34479,1,"bratislavsky kraj, bratislava - nove mesto",17
34480,0,"nitriansky kraj, sala",16
34481,1,"trenciansky kraj, partizanske",15
34482,0,"trnavsky kraj, trnava",19
34483,1,"nitriansky kraj, nitra",18
34484,1,"trnavsky kraj, galanta",20
34485,0,"kosicky kraj, kosice - okolie",25
34486,1,"trnavsky kraj, trnava",27
34490,1,"zilinsky kraj, liptovsky mikulas",20
34492,1,"zilinsky kraj, liptovsky mikulas",20
34495,0,"bratislavsky kraj, bratislava - ruzinov",20
34496,0,"presovsky kraj, poprad",21
34500,0,"zilinsky kraj, liptovsky mikulas",21
34501,0,"zilinsky kraj, cadca",19
34502,0,"zilinsky kraj, liptovsky mikulas",21
34503,1,"zilinsky kraj, liptovsky mikulas",21
34504,1,"zilinsky kraj, cadca",21
34505,1,"zilinsky kraj, liptovsky mikulas",22
34507,0,"zilinsky kraj, liptovsky mikulas",0
34508,0,"zilinsky kraj, liptovsky mikulas",21
34509,1,"zilinsky kraj, cadca",21
34510,1,"zilinsky kraj, cadca",25
34511,1,"zilinsky kraj, cadca",0
34512,1,"zilinsky kraj, turzovka",21
34513,0,"trenciansky kraj, povazska bystrica",18
34514,0,"zahranicie, zahranicie - ostatne",0
34517,1,"zilinsky kraj, zilina",33
34518,1,"zilinsky kraj, zilina",26
34519,1,"zilinsky kraj, kysucke nove mesto",46
34520,0,"zilinsky kraj, kysucke nove mesto",21
34522,1,"presovsky kraj, bardejov",21
34523,1,"presovsky kraj, bardejov",21
34525,1,"presovsky kraj, bardejov",20
34527,0,"presovsky kraj, bardejov",21
34528,1,"presovsky kraj, bardejov",22
34529,1,"presovsky kraj, bardejov",23
34530,1,"presovsky kraj, bardejov",20
34531,1,"banskobystricky kraj, ziar nad hronom",21
34532,0,"presovsky kraj, bardejov",18
34534,1,"presovsky kraj, bardejov",20
34537,1,"presovsky kraj, bardejov",19
34538,0,"zilinsky kraj, cadca",17
34539,1,"presovsky kraj, bardejov",21
34541,0,"zilinsky kraj, cadca",0
34542,0,"zilinsky kraj, liptovsky mikulas",0
34544,1,"zilinsky kraj, turzovka",19
34545,0,"zilinsky kraj, turzovka",18
34546,1,"bratislavsky kraj, bratislava - petrzalka",19
34550,1,"zilinsky kraj, turzovka",17
34551,1,"zilinsky kraj, cadca",22
34552,1,"trenciansky kraj, prievidza",20
34554,1,"zahranicie, zahranicie - usa",18
34555,1,"zahranicie, zahranicie - gb",0
34556,1,"zilinsky kraj, dolny kubin",17
34557,1,"kosicky kraj, kralovsky chlmec",20
34559,1,"ceska republika, cz - plzensky kraj",24
34560,1,"zilinsky kraj, cadca",0
34561,0,"presovsky kraj, stara lubovna",0
34562,0,"zahranicie, zahranicie - ostatne",0
34564,1,"zilinsky kraj, zilina",17
34565,1,"zilinsky kraj, cadca",17
34566,1,"trenciansky kraj, povazska bystrica",19
34568,0,"zilinsky kraj, zilina",0
34572,1,"zilinsky kraj, cadca",25
34575,0,"zilinsky kraj, cadca",0
34576,1,"zilinsky kraj, cadca",18
34577,0,"zilinsky kraj, kysucke nove mesto",26
34578,0,"zilinsky kraj, zilina",22
34579,1,"zilinsky kraj, kysucke nove mesto",39
34581,0,"trnavsky kraj, trnava",0
34582,0,"zilinsky kraj, martin",26
34583,1,"trnavsky kraj, hlohovec",25
34584,0,"trnavsky kraj, leopoldov",16
34585,1,"zahranicie, zahranicie - ostatne",0
34586,0,"nitriansky kraj, levice",18
34587,0,"nitriansky kraj, zlate moravce",0
34588,1,"zilinsky kraj, zilina",29
34589,0,"trnavsky kraj, sered",24
34590,0,"trnavsky kraj, piestany",16
34591,1,"zahranicie, zahranicie - gb",20
34592,1,"trenciansky kraj, banovce nad bebravou",0
34593,1,"nitriansky kraj, levice",21
34594,0,"zilinsky kraj, zilina",34
34595,1,"bratislavsky kraj, bratislava - petrzalka",19
34596,1,"nitriansky kraj, nove zamky",19
34597,0,"trenciansky kraj, nove mesto nad vahom",22
34598,0,"nitriansky kraj, nitra",21
34599,0,"trnavsky kraj, hlohovec",18
34600,0,"trnavsky kraj, sered",19
34603,1,"zilinsky kraj, cadca",25
34604,0,"bratislavsky kraj, bratislava - petrzalka",0
34605,0,"zilinsky kraj, cadca",0
34606,1,"zilinsky kraj, zilina",24
34608,0,"zilinsky kraj, kysucke nove mesto",21
34609,1,"zilinsky kraj, zilina",19
34610,0,"zilinsky kraj, cadca",17
34618,1,"bratislavsky kraj, bratislava - ostatne",0
34619,1,"zahranicie, zahranicie - ostatne",21
34621,1,"trnavsky kraj, trnava",0
34624,1,"zilinsky kraj, zilina",29
34628,1,"zilinsky kraj, zilina",19
34633,0,"zilinsky kraj, zilina",31
34634,1,"zahranicie, zahranicie - ostatne",0
34637,1,"zilinsky kraj, bytca",20
34638,0,"zilinsky kraj, zilina",11
34639,1,"trenciansky kraj, banovce nad bebravou",17
34641,0,"zilinsky kraj, zilina",17
34643,1,"zahranicie, zahranicie - francuzsko",20
34644,0,"zilinsky kraj, cadca",0
34647,1,"presovsky kraj, bardejov",21
34648,1,"zilinsky kraj, liptovsky mikulas",21
34649,1,"kosicky kraj, kosice - sever",19
34651,0,"zilinsky kraj, ruzomberok",21
34652,0,"presovsky kraj, bardejov",19
34653,1,"zahranicie, zahranicie - usa",21
34655,1,"zilinsky kraj, liptovsky mikulas",26
34657,1,"presovsky kraj, bardejov",19
34658,0,"zilinsky kraj, liptovsky mikulas",20
34659,0,"presovsky kraj, bardejov",18
34665,0,"zilinsky kraj, liptovsky mikulas",21
34666,1,"presovsky kraj, bardejov",19
34667,1,"zilinsky kraj, liptovsky mikulas",19
34668,1,"presovsky kraj, sabinov",23
34672,1,"presovsky kraj, bardejov",21
34673,0,"zilinsky kraj, liptovsky hradok",21
34675,1,"presovsky kraj, bardejov",19
34676,0,"ceska republika, cz - praha",0
34677,1,"zahranicie, zahranicie - ostatne",0
34678,1,"zilinsky kraj, liptovsky hradok",21
34679,0,"presovsky kraj, bardejov",19
34680,0,"zilinsky kraj, namestovo",16
34681,0,"zilinsky kraj, liptovsky mikulas",0
34682,0,"zilinsky kraj, namestovo",15
34685,1,"presovsky kraj, bardejov",21
34689,1,"zilinsky kraj, zilina",16
34690,0,"presovsky kraj, giraltovce",17
34692,0,"zilinsky kraj, kysucke nove mesto",13
34693,0,"zilinsky kraj, kysucke nove mesto",14
34694,1,"zilinsky kraj, zilina",16
34695,1,"zilinsky kraj, kysucke nove mesto",14
34696,0,"zilinsky kraj, zilina",31
34697,1,"banskobystricky kraj, zvolen",0
34698,1,"zahranicie, zahranicie - ostatne",20
34699,0,"zahranicie, zahranicie - rakusko",0
34700,1,"zilinsky kraj, zilina",33
34701,0,"zilinsky kraj, zilina",0
34702,0,"zilinsky kraj, martin",0
34703,1,"zilinsky kraj, zilina",23
34705,1,"trenciansky kraj, prievidza",0
34707,1,"trenciansky kraj, partizanske",21
34708,0,"trenciansky kraj, prievidza",20
34709,0,"zilinsky kraj, zilina",19
34710,1,"zilinsky kraj, zilina",20
34711,1,"trenciansky kraj, prievidza",24
34712,1,"trenciansky kraj, prievidza",21
34715,0,"zilinsky kraj, zilina",0
34716,1,"zilinsky kraj, zilina",17
34717,1,"zilinsky kraj, cadca",0
34718,0,"zilinsky kraj, cadca",0
34719,0,"zilinsky kraj, cadca",14
34720,1,"zilinsky kraj, cadca",18
34721,0,"zilinsky kraj, cadca",18
34722,0,"zilinsky kraj, cadca",16
34723,1,"zilinsky kraj, cadca",0
34724,0,"zilinsky kraj, cadca",15
34725,1,"zilinsky kraj, zilina",0
34727,0,"zilinsky kraj, cadca",15
34729,1,"zilinsky kraj, zilina",17
34731,1,"zilinsky kraj, cadca",22
34732,1,"banskobystricky kraj, banska bystrica",0
34733,1,"trnavsky kraj, skalica",16
34734,1,"zilinsky kraj, namestovo",15
34735,1,"zilinsky kraj, zilina",10
34736,0,"banskobystricky kraj, lucenec",18
34737,0,"zilinsky kraj, zilina",11
34738,0,"zilinsky kraj, turzovka",20
34739,1,"zilinsky kraj, namestovo",17
34740,0,"zilinsky kraj, cadca",17
34741,0,"zilinsky kraj, cadca",0
34742,1,"zahranicie, zahranicie - francuzsko",19
34743,1,"zilinsky kraj, namestovo",16
34744,1,"banskobystricky kraj, detva",0
34746,1,"ceska republika, cz - ostravsky kraj",23
34749,0,"presovsky kraj, humenne",0
34750,1,"banskobystricky kraj, dudince",25
34751,0,"bratislavsky kraj, bratislava - ruzinov",0
34752,1,"bratislavsky kraj, bratislava - petrzalka",32
34753,0,"trenciansky kraj, stara tura",0
34754,1,"bratislavsky kraj, bratislava - ostatne",18
34755,1,"banskobystricky kraj, zvolen",19
34756,1,"presovsky kraj, stara lubovna",0
34757,0,"trnavsky kraj, hlohovec",0
34758,0,"trenciansky kraj, prievidza",0
34759,0,"trnavsky kraj, trnava",26
34760,0,"zilinsky kraj, cadca",16
34761,1,"zilinsky kraj, rajec",0
34762,0,"trnavsky kraj, hlohovec",18
34763,0,"trnavsky kraj, galanta",18
34764,0,"trnavsky kraj, skalica",17
34765,0,"zahranicie, zahranicie - ostatne",0
34766,1,"nitriansky kraj, levice",18
34767,1,"trnavsky kraj, sered",0
34768,0,"nitriansky kraj, nitra",0
34769,1,"zilinsky kraj, cadca",31
34770,0,"presovsky kraj, bardejov",19
34772,1,"presovsky kraj, bardejov",0
34774,1,"presovsky kraj, bardejov",20
34776,1,"zahranicie, zahranicie - ostatne",0
34778,0,"zilinsky kraj, liptovsky mikulas",0
34779,1,"presovsky kraj, bardejov",22
34780,1,"zilinsky kraj, liptovsky mikulas",21
34782,1,"zilinsky kraj, liptovsky mikulas",22
34787,0,"zilinsky kraj, liptovsky mikulas",22
34788,1,"trenciansky kraj, prievidza",21
34789,1,"trenciansky kraj, prievidza",23
34790,1,"trenciansky kraj, prievidza",23
34791,0,"trenciansky kraj, prievidza",20
34792,1,"zilinsky kraj, martin",20
34793,0,"zilinsky kraj, zilina",20
34794,0,"trenciansky kraj, prievidza",22
34795,1,"zilinsky kraj, zilina",25
34797,1,"zilinsky kraj, zilina",26
34798,0,"zilinsky kraj, zilina",0
34799,0,"presovsky kraj, lipany",23
34800,1,"zilinsky kraj, zilina",20
34801,1,"kosicky kraj, trebisov",18
34802,0,"zilinsky kraj, zilina",0
34803,0,"zilinsky kraj, kysucke nove mesto",43
34804,1,"zilinsky kraj, zilina",0
34806,0,"zilinsky kraj, kysucke nove mesto",0
34813,0,"zilinsky kraj, rajecke teplice",16
34815,1,"zilinsky kraj, zilina",24
34816,1,"zilinsky kraj, zilina",24
34817,0,"zilinsky kraj, zilina",15
34819,1,"zilinsky kraj, zilina",0
34820,1,"zahranicie, zahranicie - kanada",0
34821,1,"zahranicie, zahranicie - francuzsko",0
34823,0,"bratislavsky kraj, bratislava - petrzalka",12
34824,1,"banskobystricky kraj, banska bystrica",21
34825,1,"zilinsky kraj, zilina",20
34826,0,"zilinsky kraj, namestovo",20
34827,0,"zilinsky kraj, namestovo",0
34828,1,"zilinsky kraj, namestovo",20
34829,0,"zilinsky kraj, trstena",22
34830,1,"zilinsky kraj, namestovo",22
34831,0,"zilinsky kraj, namestovo",0
34833,0,"zilinsky kraj, namestovo",18
34834,1,"zilinsky kraj, namestovo",18
34838,0,"zilinsky kraj, kysucke nove mesto",16
34839,1,"zilinsky kraj, kysucke nove mesto",17
34841,1,"zilinsky kraj, kysucke nove mesto",17
34844,0,"bratislavsky kraj, malacky",0
34845,1,"trenciansky kraj, povazska bystrica",20
34847,1,"zilinsky kraj, namestovo",0
34849,0,"zilinsky kraj, namestovo",0
34850,1,"zahranicie, zahranicie - gb",20
34851,1,"zilinsky kraj, namestovo",16
34853,1,"zilinsky kraj, namestovo",16
34854,0,"trenciansky kraj, povazska bystrica",14
34855,0,"zilinsky kraj, rajecke teplice",18
34857,1,"bratislavsky kraj, malacky",21
34866,0,"zilinsky kraj, zilina",17
34869,0,"zilinsky kraj, zilina",0
34871,0,"zilinsky kraj, zilina",0
34875,1,"trnavsky kraj, dunajska streda",0
34876,1,"bratislavsky kraj, bratislava - dubravka",27
34878,1,"zilinsky kraj, cadca",22
34879,1,"bratislavsky kraj, bratislava - petrzalka",19
34880,0,"zilinsky kraj, cadca",0
34881,1,"zilinsky kraj, cadca",25
34882,0,"nitriansky kraj, nitra",22
34883,1,"zilinsky kraj, liptovsky mikulas",0
34884,0,"zilinsky kraj, liptovsky mikulas",13
34885,0,"zahranicie, zahranicie - francuzsko",0
34886,0,"kosicky kraj, michalovce",0
34887,0,"nitriansky kraj, nitra",0
34888,0,"bratislavsky kraj, bratislava - stare mesto",17
34889,1,"trnavsky kraj, trnava",0
34890,0,"trnavsky kraj, senica",16
34891,0,"trnavsky kraj, sered",16
34892,0,"presovsky kraj, snina",30
34893,0,"trenciansky kraj, nove mesto nad vahom",0
34894,0,"trnavsky kraj, trnava",15
34895,1,"banskobystricky kraj, hnusta",0
34896,0,"trnavsky kraj, trnava",19
34897,1,"trnavsky kraj, hlohovec",19
34898,0,"trenciansky kraj, prievidza",17
34899,1,"presovsky kraj, humenne",0
34900,0,"zilinsky kraj, zilina",0
34901,0,"zahranicie, zahranicie - ostatne",0
34902,0,"zilinsky kraj, zilina",17
34903,1,"zilinsky kraj, zilina",17
34904,1,"zilinsky kraj, zilina",17
34905,1,"zilinsky kraj, zilina",17
34908,0,"zilinsky kraj, zilina",0
34913,0,"zilinsky kraj, kysucke nove mesto",23
34915,0,"presovsky kraj, bardejov",0
34916,1,"zilinsky kraj, cadca",0
34918,1,"trenciansky kraj, povazska bystrica",34
34919,0,"presovsky kraj, bardejov",19
34920,1,"presovsky kraj, bardejov",0
34922,0,"nitriansky kraj, topolcany",28
34923,1,"zilinsky kraj, kysucke nove mesto",0
34924,0,"trenciansky kraj, prievidza",20
34925,0,"zilinsky kraj, cadca",18
34926,1,"zilinsky kraj, zilina",0
34928,1,"zilinsky kraj, zilina",20
34929,1,"zilinsky kraj, cadca",23
34930,1,"zilinsky kraj, turzovka",20
34931,1,"zahranicie, zahranicie - usa",0
34932,0,"zilinsky kraj, cadca",17
34933,1,"zilinsky kraj, cadca",23
34934,1,"zilinsky kraj, liptovsky mikulas",16
34935,1,"banskobystricky kraj, lucenec",0
34936,0,"kosicky kraj, roznava",0
34937,0,"zahranicie, zahranicie - ostatne",0
34938,1,"zilinsky kraj, zilina",0
34939,1,"zahranicie, zahranicie - ostatne",0
34940,1,"zilinsky kraj, cadca",15
34943,1,"zilinsky kraj, kysucke nove mesto",17
34944,1,"zilinsky kraj, zilina",19
34946,0,"zilinsky kraj, zilina",0
34952,1,"zilinsky kraj, zilina",0
34954,1,"zilinsky kraj, kysucke nove mesto",28
34955,0,"zilinsky kraj, kysucke nove mesto",11
34956,1,"zilinsky kraj, martin",27
34958,1,"zilinsky kraj, cadca",21
34960,1,"zilinsky kraj, cadca",24
34963,1,"zilinsky kraj, namestovo",23
34964,1,"zilinsky kraj, zilina",0
34966,0,"zilinsky kraj, zilina",21
34967,1,"trenciansky kraj, trencin",22
34969,1,"zilinsky kraj, martin",22
34970,1,"zilinsky kraj, bytca",23
34971,0,"zahranicie, zahranicie - australia",17
34973,0,"zilinsky kraj, kysucke nove mesto",0
34977,0,"zilinsky kraj, cadca",20
34979,1,"zilinsky kraj, cadca",23
34980,0,"bratislavsky kraj, bratislava - ostatne",0
34981,0,"nitriansky kraj, nitra",23
34982,0,"zilinsky kraj, cadca",0
34983,0,"zilinsky kraj, cadca",23
34984,1,"zilinsky kraj, cadca",21
34985,0,"zilinsky kraj, cadca",22
34986,0,"zilinsky kraj, cadca",23
34987,1,"zilinsky kraj, cadca",23
34988,0,"zilinsky kraj, cadca",23
34989,1,"zilinsky kraj, cadca",22
34991,0,"zilinsky kraj, cadca",20
34992,0,"zilinsky kraj, kysucke nove mesto",20
34994,0,"zilinsky kraj, zilina",16
34995,1,"zahranicie, zahranicie - ostatne",20
34996,1,"zilinsky kraj, cadca",0
34998,1,"zilinsky kraj, cadca",18
34999,1,"zilinsky kraj, cadca",19
35001,0,"zilinsky kraj, dolny kubin",16
35006,0,"zilinsky kraj, cadca",18
35007,0,"zilinsky kraj, cadca",19
35014,0,"zilinsky kraj, zilina",23
35015,1,"zilinsky kraj, zilina",21
35016,1,"zilinsky kraj, bytca",21
35017,0,"zahranicie, zahranicie - ostatne",0
35020,1,"zilinsky kraj, zilina",20
35021,1,"zilinsky kraj, zilina",0
35024,0,"zilinsky kraj, cadca",23
35025,0,"zilinsky kraj, cadca",23
35026,0,"zilinsky kraj, cadca",23
35027,1,"zilinsky kraj, cadca",32
35028,0,"zilinsky kraj, cadca",24
35029,1,"zahranicie, zahranicie - ostatne",22
35030,0,"trnavsky kraj, hlohovec",15
35031,0,"ceska republika, cz - praha",22
35032,1,"presovsky kraj, vranov nad toplou",26
35034,1,"trenciansky kraj, partizanske",25
35036,1,"zilinsky kraj, kysucke nove mesto",25
35038,1,"nitriansky kraj, levice",0
35040,1,"zilinsky kraj, zilina",26
35042,1,"zilinsky kraj, cadca",21
35043,1,"nitriansky kraj, nitra",0
35046,1,"nitriansky kraj, nitra",29
35047,1,"bratislavsky kraj, bratislava - okolie",0
35048,1,"nitriansky kraj, nitra",30
35052,0,"zilinsky kraj, kysucke nove mesto",14
35054,1,"zilinsky kraj, zilina",30
35055,0,"zilinsky kraj, kysucke nove mesto",25
35057,0,"zilinsky kraj, kysucke nove mesto",14
35058,0,"zilinsky kraj, zilina",16
35059,1,"zilinsky kraj, dolny kubin",0
35060,0,"presovsky kraj, kezmarok",19
35061,0,"zilinsky kraj, martin",0
35062,0,"zilinsky kraj, zilina",32
35063,1,"trenciansky kraj, myjava",0
35064,1,"zilinsky kraj, kysucke nove mesto",16
35065,0,"zilinsky kraj, kysucke nove mesto",30
35068,0,"zahranicie, zahranicie - ostatne",0
35069,0,"zilinsky kraj, namestovo",19
35074,1,"zilinsky kraj, cadca",0
35076,0,"zilinsky kraj, cadca",18
35077,1,"kosicky kraj, kosice - zapad",0
35078,0,"zilinsky kraj, cadca",17
35079,1,"zilinsky kraj, cadca",20
35080,0,"zilinsky kraj, cadca",18
35081,1,"zilinsky kraj, cadca",20
35082,1,"zilinsky kraj, cadca",18
35083,0,"zahranicie, zahranicie - usa",19
35084,1,"zilinsky kraj, zilina",0
35085,1,"zilinsky kraj, zilina",18
35086,1,"zilinsky kraj, zilina",28
35088,0,"banskobystricky kraj, banska bystrica",0
35092,1,"zilinsky kraj, dolny kubin",21
35093,0,"banskobystricky kraj, nova bana",20
35094,0,"zilinsky kraj, cadca",20
35095,0,"zilinsky kraj, kysucke nove mesto",16
35097,0,"zilinsky kraj, turzovka",20
35098,0,"zilinsky kraj, cadca",18
35099,1,"zilinsky kraj, cadca",20
35100,1,"zilinsky kraj, cadca",22
35101,1,"zilinsky kraj, kysucke nove mesto",20
35102,1,"zilinsky kraj, cadca",0
35103,1,"zilinsky kraj, cadca",22
35105,0,"zilinsky kraj, cadca",17
35106,1,"zilinsky kraj, zilina",0
35107,0,"zilinsky kraj, zilina",0
35108,1,"zilinsky kraj, zilina",0
35109,1,"zilinsky kraj, zilina",16
35110,0,"zilinsky kraj, zilina",0
35112,1,"zahranicie, zahranicie - ostatne",0
35116,0,"banskobystricky kraj, banska bystrica",14
35117,0,"zilinsky kraj, kysucke nove mesto",0
35118,0,"zilinsky kraj, zilina",11
35119,0,"zilinsky kraj, cadca",0
35120,0,"zilinsky kraj, cadca",22
35121,1,"zilinsky kraj, turzovka",22
35122,1,"zilinsky kraj, cadca",0
35123,1,"zahranicie, zahranicie - gb",0
35124,0,"zilinsky kraj, zilina",21
35125,1,"zilinsky kraj, zilina",0
35126,0,"zilinsky kraj, zilina",0
35127,1,"kosicky kraj, kosice - okolie",25
35129,1,"zilinsky kraj, zilina",24
35130,0,"zilinsky kraj, kysucke nove mesto",0
35131,0,"zilinsky kraj, kysucke nove mesto",11
35133,0,"zilinsky kraj, zilina",22
35134,0,"zilinsky kraj, zilina",17
35135,1,"nitriansky kraj, topolcany",26
35136,0,"zilinsky kraj, kysucke nove mesto",14
35137,0,"zilinsky kraj, bytca",15
35140,0,"zilinsky kraj, zilina",0
35141,0,"zilinsky kraj, zilina",16
35142,0,"zilinsky kraj, zilina",11
35144,0,"zilinsky kraj, zilina",0
35146,0,"zilinsky kraj, zilina",18
35147,0,"zilinsky kraj, zilina",0
35148,1,"zahranicie, zahranicie - ostatne",0
35149,1,"zilinsky kraj, zilina",0
35151,0,"zilinsky kraj, kysucke nove mesto",0
35153,0,"bratislavsky kraj, malacky",17
35154,0,"zilinsky kraj, zilina",19
35158,0,"zilinsky kraj, kysucke nove mesto",11
35160,0,"zilinsky kraj, kysucke nove mesto",0
35162,1,"bratislavsky kraj, bratislava - nove mesto",21
35164,0,"zilinsky kraj, kysucke nove mesto",0
35166,1,"bratislavsky kraj, bratislava - raca",21
35167,0,"zilinsky kraj, kysucke nove mesto",11
35174,1,"bratislavsky kraj, pezinok",19
35175,0,"zilinsky kraj, kysucke nove mesto",13
35176,0,"nitriansky kraj, topolcany",16
35178,1,"zahranicie, zahranicie - ostatne",22
35179,0,"zilinsky kraj, cadca",17
35180,0,"zilinsky kraj, zilina",11
35181,1,"zahranicie, zahranicie - ostatne",19
35183,1,"zilinsky kraj, kysucke nove mesto",15
35184,0,"presovsky kraj, vranov nad toplou",0
35185,1,"zilinsky kraj, kysucke nove mesto",17
35186,1,"zilinsky kraj, kysucke nove mesto",15
35189,0,"zilinsky kraj, cadca",23
35190,0,"zilinsky kraj, cadca",21
35191,1,"zilinsky kraj, trstena",0
35192,1,"zilinsky kraj, cadca",23
35193,1,"zilinsky kraj, turcianske teplice",22
35194,0,"zilinsky kraj, zilina",0
35195,0,"zilinsky kraj, martin",23
35196,1,"zilinsky kraj, cadca",22
35197,0,"zilinsky kraj, cadca",20
35198,0,"zahranicie, zahranicie - ostatne",0
35199,1,"zilinsky kraj, cadca",21
35203,0,"zilinsky kraj, cadca",21
35205,0,"zilinsky kraj, turzovka",18
35206,1,"bratislavsky kraj, bratislava - karlova ves",23
35209,1,"zilinsky kraj, cadca",22
35210,1,"zilinsky kraj, kysucke nove mesto",0
35211,1,"zilinsky kraj, kysucke nove mesto",0
35212,1,"presovsky kraj, snina",0
35213,0,"zilinsky kraj, namestovo",27
35214,1,"kosicky kraj, strazske",15
35215,0,"zilinsky kraj, bytca",25
35216,1,"zilinsky kraj, zilina",18
35217,1,"zilinsky kraj, zilina",22
35218,1,"banskobystricky kraj, zvolen",22
35219,1,"zilinsky kraj, zilina",22
35220,1,"zilinsky kraj, zilina",21
35221,0,"zilinsky kraj, martin",21
35222,0,"zilinsky kraj, zilina",0
35223,1,"zilinsky kraj, zilina",0
35225,1,"zilinsky kraj, zilina",18
35226,1,"zilinsky kraj, zilina",25
35227,1,"zilinsky kraj, zilina",19
35228,1,"zilinsky kraj, zilina",18
35230,1,"zilinsky kraj, zilina",17
35231,0,"zilinsky kraj, kysucke nove mesto",16
35232,1,"zilinsky kraj, martin",0
35233,0,"zilinsky kraj, zilina",23
35234,0,"banskobystricky kraj, banska bystrica",18
35235,0,"nitriansky kraj, levice",27
35236,0,"kosicky kraj, kosice - sidlisko tahanovce",9
35237,0,"banskobystricky kraj, banska bystrica",18
35238,0,"banskobystricky kraj, banska bystrica",0
35243,1,"banskobystricky kraj, banska bystrica",0
35244,1,"banskobystricky kraj, banska bystrica",19
35245,0,"banskobystricky kraj, banska bystrica",20
35246,0,"banskobystricky kraj, banska bystrica",0
35247,1,"banskobystricky kraj, banska bystrica",0
35248,1,"banskobystricky kraj, brezno",0
35249,1,"trenciansky kraj, handlova",22
35250,0,"zilinsky kraj, zilina",0
35251,0,"zilinsky kraj, zilina",10
35252,0,"zilinsky kraj, zilina",22
35264,1,"zilinsky kraj, kysucke nove mesto",16
35267,1,"bratislavsky kraj, bratislava - okolie",20
35275,1,"trenciansky kraj, prievidza",0
35276,1,"zahranicie, zahranicie - kanada",0
35277,1,"bratislavsky kraj, senec",47
35278,0,"trnavsky kraj, hlohovec",21
35279,0,"bratislavsky kraj, bratislava - okolie",27
35280,1,"banskobystricky kraj, dudince",16
35281,1,"zilinsky kraj, zilina",0
35282,0,"zilinsky kraj, kysucke nove mesto",0
35283,0,"trenciansky kraj, dubnica nad vahom",0
35284,1,"bratislavsky kraj, bratislava - dubravka",37
35285,0,"zilinsky kraj, kysucke nove mesto",18
35286,1,"zilinsky kraj, cadca",38
35287,1,"zilinsky kraj, martin",26
35288,1,"zilinsky kraj, zilina",32
35289,1,"zahranicie, zahranicie - rakusko",0
35290,1,"zahranicie, zahranicie - usa",0
35292,1,"zilinsky kraj, zilina",0
35293,0,"zilinsky kraj, zilina",20
35296,0,"bratislavsky kraj, senec",23
35297,1,"zilinsky kraj, zilina",0
35298,0,"zilinsky kraj, zilina",23
35299,0,"zilinsky kraj, cadca",21
35300,0,"zilinsky kraj, zilina",21
35301,1,"zilinsky kraj, cadca",0
35302,0,"zilinsky kraj, zilina",23
35303,0,"zilinsky kraj, zilina",0
35305,1,"trenciansky kraj, partizanske",29
35306,0,"kosicky kraj, kosice - zapad",19
35307,0,"zilinsky kraj, cadca",0
35308,0,"zahranicie, zahranicie - ostatne",16
35309,0,"zahranicie, zahranicie - australia",0
35310,1,"zilinsky kraj, cadca",20
35311,1,"banskobystricky kraj, banska bystrica",26
35312,0,"banskobystricky kraj, banska bystrica",17
35314,0,"banskobystricky kraj, banska bystrica",22
35315,1,"banskobystricky kraj, banska bystrica",20
35316,0,"banskobystricky kraj, banska bystrica",19
35317,0,"banskobystricky kraj, brezno",21
35318,1,"kosicky kraj, kosice - zapad",23
35319,0,"ceska republika, cz - praha",21
35320,0,"banskobystricky kraj, banska bystrica",21
35321,1,"banskobystricky kraj, banska bystrica",21
35326,0,"zilinsky kraj, cadca",0
35328,1,"zahranicie, zahranicie - gb",31
35334,1,"zilinsky kraj, cadca",0
35336,1,"zilinsky kraj, cadca",22
35340,1,"zilinsky kraj, cadca",20
35342,1,"zilinsky kraj, bytca",22
35348,1,"trenciansky kraj, povazska bystrica",23
35350,0,"zilinsky kraj, zilina",23
35351,0,"zilinsky kraj, zilina",0
35352,1,"zilinsky kraj, zilina",22
35353,0,"zahranicie, zahranicie - francuzsko",0
